effect,group,term,estimate,std.error,statistic,p.value,Repeat
ran_pars,participant_name,sd__(Intercept),0.7566469991213383,NA,NA,NA,221
fixed,NA,(Intercept),-0.19195527693558817,0.13793462662487047,-1.3916395152729362,0.16403158660552075,222
fixed,NA,categorythe Others,-0.043662150623246423,0.08061131541770014,-0.5416379871362247,0.5880679174670953,222
ran_pars,participant_name,sd__(Intercept),0.7177037319439774,NA,NA,NA,222
fixed,NA,(Intercept),-0.3002099012723166,0.1382662712410153,-2.1712446468525464,0.029912684073229646,223
fixed,NA,categorythe Others,0.04876398218951351,0.08039778287201141,0.6065339173238513,0.5441602668684651,223
ran_pars,participant_name,sd__(Intercept),0.720816166459835,NA,NA,NA,223
fixed,NA,(Intercept),-0.24625456256927003,0.14377994587115858,-1.7127184259057873,0.08676435362127283,224
fixed,NA,categorythe Others,-0.017669584997320194,0.08059726849500831,-0.2192330500433093,0.8264685114312383,224
ran_pars,participant_name,sd__(Intercept),0.761936046654039,NA,NA,NA,224
fixed,NA,(Intercept),-0.11200626606388848,0.14013058282307014,-0.7992992236770212,0.42411692892821323,225
fixed,NA,categorythe Others,-0.14246022363366728,0.08033741102747956,-1.773273768866394,0.0761833534484377,225
ran_pars,participant_name,sd__(Intercept),0.7356182875401491,NA,NA,NA,225
fixed,NA,(Intercept),-0.13027587798071721,0.1327150627805765,-0.981620889530135,0.32628665230015824,226
fixed,NA,categorythe Others,-0.09754927129269228,0.07969579040828506,-1.2240203753917622,0.22094454125763796,226
ran_pars,participant_name,sd__(Intercept),0.6812448691902453,NA,NA,NA,226
fixed,NA,(Intercept),-0.0659948846219287,0.14037523477302596,-0.4701319625832609,0.6382607397356388,227
fixed,NA,categorythe Others,-0.15918298024546224,0.08016868861502145,-1.985600400798319,0.04707771192694337,227
ran_pars,participant_name,sd__(Intercept),0.738113869265523,NA,NA,NA,227
fixed,NA,(Intercept),-0.2552849119847357,0.1394539334502089,-1.8306038823629416,0.06715968866746312,228
fixed,NA,categorythe Others,0.046221693650561294,0.08053001595089203,0.5739685147802246,0.5659891074694701,228
ran_pars,participant_name,sd__(Intercept),0.7294392576025042,NA,NA,NA,228
fixed,NA,(Intercept),-0.40363464164502305,0.1363534094467423,-2.9602093800425067,0.003074300244368992,229
fixed,NA,categorythe Others,0.18895092302606,0.08095655137571714,2.3339793977777528,0.019596800724726096,229
ran_pars,participant_name,sd__(Intercept),0.7035853757103714,NA,NA,NA,229
fixed,NA,(Intercept),-0.12252643123148554,0.14279747431971826,-0.8580434059859728,0.3908684957678193,230
fixed,NA,categorythe Others,-0.10475513786625457,0.08044874017866277,-1.3021352184460748,0.19287016571477594,230
ran_pars,participant_name,sd__(Intercept),0.7552868271035502,NA,NA,NA,230
fixed,NA,(Intercept),-0.2811928212347322,0.134700048542906,-2.087548031915994,0.03683862399512447,231
fixed,NA,categorythe Others,0.06979130358357083,0.08028572326412235,0.8692866022265604,0.3846903891222279,231
ran_pars,participant_name,sd__(Intercept),0.6939510206945774,NA,NA,NA,231
fixed,NA,(Intercept),-0.21909431351472913,0.1425878054305794,-1.536557161063804,0.12440178988858146,232
fixed,NA,categorythe Others,0.011712458672228705,0.08064706338744419,0.14523106211517925,0.8845284418959705,232
ran_pars,participant_name,sd__(Intercept),0.7527657013863532,NA,NA,NA,232
fixed,NA,(Intercept),-0.094233776570632,0.13916790302446383,-0.6771229178761642,0.4983279691718733,233
fixed,NA,categorythe Others,-0.1135558741378845,0.08033468068042694,-1.413534891482449,0.1574985097582814,233
ran_pars,participant_name,sd__(Intercept),0.7283186369915456,NA,NA,NA,233
fixed,NA,(Intercept),-0.29479356669100654,0.14332960819986532,-2.0567527560665133,0.03971001464436934,234
fixed,NA,categorythe Others,0.06499819610230265,0.08100348705449184,0.8024123215655855,0.42231448793362575,234
ran_pars,participant_name,sd__(Intercept),0.7569423643182545,NA,NA,NA,234
fixed,NA,(Intercept),-0.12704087564546435,0.13612876855399025,-0.9332404677933926,0.3506958248550362,235
fixed,NA,categorythe Others,-0.10239441128205432,0.08005949778047775,-1.2789789359261114,0.20090447360279848,235
ran_pars,participant_name,sd__(Intercept),0.7060983806831486,NA,NA,NA,235
fixed,NA,(Intercept),-0.32291344890644147,0.14118100094512606,-2.2872301991395485,0.022182390211240938,236
fixed,NA,categorythe Others,0.08603214661860385,0.08092942256433595,1.063051531724589,0.28775858271048793,236
ran_pars,participant_name,sd__(Intercept),0.7408669826757621,NA,NA,NA,236
fixed,NA,(Intercept),-0.1744364517201338,0.13534502984436442,-1.2888279083518714,0.1974579213069619,237
fixed,NA,categorythe Others,-0.04881088442543348,0.08013868332765449,-0.6090801894743594,0.5424712879472384,237
ran_pars,participant_name,sd__(Intercept),0.6997535578247494,NA,NA,NA,237
fixed,NA,(Intercept),-0.19554816813076,0.13713577654559542,-1.4259456799425598,0.15388402232165255,238
fixed,NA,categorythe Others,-0.01832665462484729,0.08025860590778129,-0.22834504060418112,0.8193780119770455,238
ran_pars,participant_name,sd__(Intercept),0.7129358015358916,NA,NA,NA,238
fixed,NA,(Intercept),-0.2181675579764099,0.13642855916321528,-1.599134076578547,0.10979081440756958,239
fixed,NA,categorythe Others,-0.027049384252771858,0.08028640607704479,-0.33691113570103776,0.736183890521142,239
ran_pars,participant_name,sd__(Intercept),0.7073940683374667,NA,NA,NA,239
fixed,NA,(Intercept),-0.1622106291102816,0.13593511935674257,-1.1932944913564438,0.23275405913165947,240
fixed,NA,categorythe Others,-0.10125616462013884,0.08038580173679918,-1.2596274768978957,0.20780377863365837,240
ran_pars,participant_name,sd__(Intercept),0.7033406534458475,NA,NA,NA,240
fixed,NA,(Intercept),-0.2306809997929819,0.1359878493844765,-1.6963353772937522,0.08982238434977974,241
fixed,NA,categorythe Others,-0.0191600015364402,0.0802808045815883,-0.2386623008613242,0.8113674516051529,241
ran_pars,participant_name,sd__(Intercept),0.7040020944688139,NA,NA,NA,241
fixed,NA,(Intercept),-0.2142359013401276,0.13999764033954828,-1.5302822306184796,0.12594688471252133,242
fixed,NA,categorythe Others,-0.013316483135961236,0.08037414271586046,-0.16568118409720164,0.8684078543040488,242
ran_pars,participant_name,sd__(Intercept),0.7342924975085607,NA,NA,NA,242
fixed,NA,(Intercept),-0.15369422054112675,0.1376325955063774,-1.1166992817047114,0.26412292508614116,243
fixed,NA,categorythe Others,-0.06811020077579771,0.08019724631946375,-0.8492835340565487,0.39572354093506634,243
ran_pars,participant_name,sd__(Intercept),0.7170804330982514,NA,NA,NA,243
fixed,NA,(Intercept),-0.25794094842134374,0.1401667260194426,-1.8402437992706244,0.06573245229096436,244
fixed,NA,categorythe Others,0.04203540883652644,0.0803627018578724,0.523071124597942,0.600924758884201,244
ran_pars,participant_name,sd__(Intercept),0.735532118208432,NA,NA,NA,244
fixed,NA,(Intercept),-0.24417175053736734,0.14299395025602527,-1.7075669991645595,0.08771671610182355,245
fixed,NA,categorythe Others,-0.011344673499535291,0.0808278178775685,-0.140356053119228,0.888378678596364,245
ran_pars,participant_name,sd__(Intercept),0.7551405542746382,NA,NA,NA,245
fixed,NA,(Intercept),-0.20840587526725313,0.13744086732061944,-1.51633119995589,0.12943562621232685,246
fixed,NA,categorythe Others,-0.03395709437750123,0.08038988259016687,-0.4224050749099464,0.6727293742958196,246
ran_pars,participant_name,sd__(Intercept),0.7147216560218657,NA,NA,NA,246
fixed,NA,(Intercept),-0.2817719366999055,0.1365533612926394,-2.0634566152938323,0.03906926570646325,247
fixed,NA,categorythe Others,0.09819824413025707,0.08042929225247725,1.2209263737147027,0.22211389771730572,247
ran_pars,participant_name,sd__(Intercept),0.7076530548818967,NA,NA,NA,247
fixed,NA,(Intercept),-0.2611899473263153,0.13949908324080618,-1.8723416760771383,0.061159348440199296,248
fixed,NA,categorythe Others,0.023892294217211174,0.08078840347623743,0.2957391554870706,0.7674292922309801,248
ran_pars,participant_name,sd__(Intercept),0.7288108697882161,NA,NA,NA,248
fixed,NA,(Intercept),-0.3006830988728687,0.13823482196402215,-2.175161761709552,0.02961799653580609,249
fixed,NA,categorythe Others,0.09852643872496913,0.08090758681629753,1.2177651392405955,0.2233132353370059,249
ran_pars,participant_name,sd__(Intercept),0.7185489426186528,NA,NA,NA,249
fixed,NA,(Intercept),-0.26919300729137996,0.13986770668833495,-1.9246258744430447,0.05427617998664074,250
fixed,NA,categorythe Others,0.03555673427930525,0.08066884559925971,0.44077405614481174,0.6593765773745831,250
ran_pars,participant_name,sd__(Intercept),0.732045255209238,NA,NA,NA,250
fixed,NA,(Intercept),-0.19745394478234815,0.13616113954156742,-1.4501490325884736,0.1470169643131034,251
fixed,NA,categorythe Others,-0.030481859057882275,0.08014390117881685,-0.3803390976672228,0.7036937165440816,251
ran_pars,participant_name,sd__(Intercept),0.7059115941427772,NA,NA,NA,251
fixed,NA,(Intercept),-0.13985521613404522,0.1353168176042092,-1.033539057525802,0.30135170230052866,252
fixed,NA,categorythe Others,-0.06156590463744173,0.08007125400006122,-0.7688889777771515,0.44195922126098064,252
ran_pars,participant_name,sd__(Intercept),0.6998178118309566,NA,NA,NA,252
fixed,NA,(Intercept),-0.2896104814046405,0.13930307842558834,-2.078995559020198,0.03761775865036576,253
fixed,NA,categorythe Others,0.05142280394761842,0.08080854838835652,0.6363535167156621,0.5245460307733423,253
ran_pars,participant_name,sd__(Intercept),0.7271246613963729,NA,NA,NA,253
fixed,NA,(Intercept),-0.13600314025874982,0.13566598392989368,-1.0024851942918158,0.3161093137919842,254
fixed,NA,categorythe Others,-0.10522409865505603,0.07992568830177187,-1.3165241475026912,0.1879981790382197,254
ran_pars,participant_name,sd__(Intercept),0.703121268124212,NA,NA,NA,254
fixed,NA,(Intercept),-0.22342161739999566,0.1383870429963174,-1.6144691913529874,0.10642569420754758,255
fixed,NA,categorythe Others,-0.008621902184162474,0.08025122476935502,-0.1074363937614926,0.9144427835347027,255
ran_pars,participant_name,sd__(Intercept),0.7224704259829898,NA,NA,NA,255
fixed,NA,(Intercept),-0.2531362013290319,0.1372968634664518,-1.843714378740234,0.06522477640752292,256
fixed,NA,categorythe Others,0.04382476289924085,0.0805530197269219,0.5440486656839014,0.5864079843660512,256
ran_pars,participant_name,sd__(Intercept),0.7129299273152376,NA,NA,NA,256
fixed,NA,(Intercept),-0.27279895814141664,0.14356657353659133,-1.9001565017631865,0.05741258470389327,257
fixed,NA,categorythe Others,0.04052333111392181,0.08095667271124207,0.5005557881369614,0.6166837843795483,257
ran_pars,participant_name,sd__(Intercept),0.7589103519031799,NA,NA,NA,257
fixed,NA,(Intercept),-0.17016452600605403,0.13296925623233485,-1.279728343435482,0.20064069273786364,258
fixed,NA,categorythe Others,-0.07883741641772327,0.07993344326630918,-0.9862882567821538,0.32399168069133033,258
ran_pars,participant_name,sd__(Intercept),0.6821926493962293,NA,NA,NA,258
fixed,NA,(Intercept),-0.14175619667734857,0.13574115209349613,-1.0443126088963013,0.2963407810972866,259
fixed,NA,categorythe Others,-0.07003389401873053,0.07979218069103229,-0.8777037224977299,0.3801045238425035,259
ran_pars,participant_name,sd__(Intercept),0.7041820820257854,NA,NA,NA,259
fixed,NA,(Intercept),-0.21850232110804718,0.13479792146443575,-1.6209620944763268,0.10502576833041545,260
fixed,NA,categorythe Others,-0.021519055712571476,0.08014895541437458,-0.2684882866073145,0.7883234899330582,260
ran_pars,participant_name,sd__(Intercept),0.6953902606013689,NA,NA,NA,260
fixed,NA,(Intercept),-0.18078137783182077,0.138501911914174,-1.305262687953696,0.19180341462385023,261
fixed,NA,categorythe Others,-0.06582272790671129,0.08024470713592938,-0.8202750094808349,0.4120593494473751,261
ran_pars,participant_name,sd__(Intercept),0.7234536537877736,NA,NA,NA,261
fixed,NA,(Intercept),-0.20340534235871227,0.1402434676552381,-1.4503730245657191,0.14695452529566058,262
fixed,NA,categorythe Others,-0.015861064213985726,0.08028761207566025,-0.19755306956992083,0.843394756093643,262
ran_pars,participant_name,sd__(Intercept),0.7364759552069953,NA,NA,NA,262
fixed,NA,(Intercept),-0.29603080224138456,0.1377931667290754,-2.148370701309384,0.03168431837948932,263
fixed,NA,categorythe Others,0.048626126351939136,0.08073363712407153,0.6023031797416789,0.5469723446391286,263
ran_pars,participant_name,sd__(Intercept),0.7159176026692322,NA,NA,NA,263
fixed,NA,(Intercept),-0.30841040114492735,0.14206463628748367,-2.1709160647187695,0.029937517746908518,264
fixed,NA,categorythe Others,0.06364630100533475,0.08092329668766127,0.7865015837279795,0.4315736916112205,264
ran_pars,participant_name,sd__(Intercept),0.7476211885559676,NA,NA,NA,264
fixed,NA,(Intercept),-0.16812590216274118,0.14241780365082504,-1.1805118310555214,0.2377967077400348,265
fixed,NA,categorythe Others,-0.09196063223167808,0.08061298646230637,-1.1407669690376467,0.25396690955589396,265
ran_pars,participant_name,sd__(Intercept),0.751798643367557,NA,NA,NA,265
fixed,NA,(Intercept),-0.34607126173375935,0.1375715917600386,-2.5155721272557456,0.011883935810532004,266
fixed,NA,categorythe Others,0.1238834031381846,0.08067595579239041,1.5355678395305685,0.12464440689352162,266
ran_pars,participant_name,sd__(Intercept),0.7142646243625289,NA,NA,NA,266
fixed,NA,(Intercept),-0.22159118173796372,0.1416485203678878,-1.5643734305339005,0.11772989659134084,267
fixed,NA,categorythe Others,-0.027797513661453856,0.08052512699476738,-0.34520297823634816,0.7299417799222285,267
ran_pars,participant_name,sd__(Intercept),0.7461672119125912,NA,NA,NA,267
fixed,NA,(Intercept),-0.2334997681093396,0.14059527073246356,-1.6607939007682733,0.0967548465533598,268
fixed,NA,categorythe Others,0.0014267254559016088,0.08064507892901907,0.01769141372106985,0.9858850304352813,268
ran_pars,participant_name,sd__(Intercept),0.7377823338893847,NA,NA,NA,268
fixed,NA,(Intercept),-0.37206918699234237,0.140178953601591,-2.654244288695557,0.007948625914352712,269
fixed,NA,categorythe Others,0.13907681854872467,0.080942278034645,1.71822219395897,0.08575609483853673,269
ran_pars,participant_name,sd__(Intercept),0.7330662170124356,NA,NA,NA,269
fixed,NA,(Intercept),-0.2840113387919946,0.13499042759303267,-2.1039368780149963,0.03538395354807937,270
fixed,NA,categorythe Others,0.052661515865555356,0.08011154337566614,0.65735240698847,0.5109543462044375,270
ran_pars,participant_name,sd__(Intercept),0.6968823929562167,NA,NA,NA,270
fixed,NA,(Intercept),-0.27998951243600234,0.13553690653109907,-2.065780602508871,0.038849200477400196,271
fixed,NA,categorythe Others,0.0415558330845337,0.08037338844637275,0.5170347286311171,0.6051319160248656,271
ran_pars,participant_name,sd__(Intercept),0.7000419222589294,NA,NA,NA,271
fixed,NA,(Intercept),-0.2500569181897445,0.14131728279041694,-1.769471597897872,0.07681520648714364,272
fixed,NA,categorythe Others,-0.008836761715676586,0.08090439942102111,-0.1092247365893005,0.9130242407219687,272
ran_pars,participant_name,sd__(Intercept),0.7421778669733656,NA,NA,NA,272
fixed,NA,(Intercept),-0.0291445209564784,0.13314211752080074,-0.21889783262554138,0.8267296348432899,273
fixed,NA,categorythe Others,-0.23375463752964248,0.07993715808108152,-2.9242300219447563,0.003453094748507613,273
ran_pars,participant_name,sd__(Intercept),0.6836904298906301,NA,NA,NA,273
fixed,NA,(Intercept),-0.13839030992383278,0.13557513284878644,-1.020764700840723,0.3073659321782551,274
fixed,NA,categorythe Others,-0.10114154285518995,0.0800559873676271,-1.2633851156033507,0.20645081065254126,274
ran_pars,participant_name,sd__(Intercept),0.7018915501152949,NA,NA,NA,274
fixed,NA,(Intercept),-0.28068383039985456,0.1365990121773164,-2.0548013190278756,0.03989819876869369,275
fixed,NA,categorythe Others,0.0478915689969497,0.08029464392296257,0.5964478657243752,0.5508760720822696,275
ran_pars,participant_name,sd__(Intercept),0.7085353189779567,NA,NA,NA,275
fixed,NA,(Intercept),-0.41065175557257994,0.1390639305337543,-2.9529710112206593,0.003147315172421786,276
fixed,NA,categorythe Others,0.19067637939961232,0.08121098482706278,2.3479136450032465,0.01887889769718635,276
ran_pars,participant_name,sd__(Intercept),0.7234440047788869,NA,NA,NA,276
fixed,NA,(Intercept),-0.26230370028678573,0.1350778473390108,-1.9418705987257159,0.05215276751344145,277
fixed,NA,categorythe Others,0.028847803612580263,0.08026787790843491,0.35939412333148035,0.7193002703764184,277
ran_pars,participant_name,sd__(Intercept),0.6969619909276188,NA,NA,NA,277
fixed,NA,(Intercept),-0.31691822661051905,0.13625797428792918,-2.325869207044231,0.020025529212086265,278
fixed,NA,categorythe Others,0.08879044927759946,0.08058026756249785,1.1018882409236705,0.270510261413733,278
ran_pars,participant_name,sd__(Intercept),0.7046719290370487,NA,NA,NA,278
fixed,NA,(Intercept),-0.031662451198593664,0.13594780211189536,-0.2329015306369798,0.8158378698477902,279
fixed,NA,categorythe Others,-0.2109447364666442,0.08001954497210279,-2.636165158652,0.008384890898080578,279
ran_pars,participant_name,sd__(Intercept),0.7050520845548082,NA,NA,NA,279
fixed,NA,(Intercept),-0.05510769104485601,0.1381834829087712,-0.39880085437735086,0.6900399474765226,280
fixed,NA,categorythe Others,-0.18533720936406167,0.07985216891720978,-2.3210040738682767,0.02028662398148798,280
ran_pars,participant_name,sd__(Intercept),0.7227236479858157,NA,NA,NA,280
fixed,NA,(Intercept),-0.26930435160706245,0.14141319501220528,-1.9043792312578678,0.05686081206653587,281
fixed,NA,categorythe Others,0.04765547776838666,0.08070231935825481,0.5905093948642768,0.5548491890715219,281
ran_pars,participant_name,sd__(Intercept),0.743677963547154,NA,NA,NA,281
fixed,NA,(Intercept),-0.23433961996036762,0.1346416174787832,-1.7404694354425356,0.08177662244175912,282
fixed,NA,categorythe Others,-0.00411492709150426,0.08017902448905477,-0.05132174053908561,0.9590691444855676,282
ran_pars,participant_name,sd__(Intercept),0.6940119927991095,NA,NA,NA,282
fixed,NA,(Intercept),-0.15537482938479824,0.13503451059723393,-1.1506305217651596,0.2498842708216994,283
fixed,NA,categorythe Others,-0.10297322407336326,0.07989668168185354,-1.2888297975052319,0.1974572643931724,283
ran_pars,participant_name,sd__(Intercept),0.6983331819567276,NA,NA,NA,283
fixed,NA,(Intercept),-0.2879032007885357,0.1376886163622113,-2.090973156641807,0.03653047033867897,284
fixed,NA,categorythe Others,0.041124780792451146,0.08051699296262689,0.5107590246389331,0.6095198044223634,284
ran_pars,participant_name,sd__(Intercept),0.715938760811109,NA,NA,NA,284
fixed,NA,(Intercept),-0.13637776001368695,0.1358072407183949,-1.0042009490235875,0.3152817647852937,285
fixed,NA,categorythe Others,-0.09216612780542723,0.08013296055694678,-1.1501650153051444,0.25007591245055816,285
ran_pars,participant_name,sd__(Intercept),0.7033469154185727,NA,NA,NA,285
fixed,NA,(Intercept),-0.20268228648835873,0.14541722991752584,-1.3937982906379875,0.16337852449672405,286
fixed,NA,categorythe Others,-0.00719535542462337,0.08080797065404857,-0.08904264475874292,0.9290480190827076,286
ran_pars,participant_name,sd__(Intercept),0.773516286273274,NA,NA,NA,286
fixed,NA,(Intercept),-0.26111212765734415,0.13555194651399352,-1.9262882929562992,0.05406838639787631,287
fixed,NA,categorythe Others,0.027783870191858483,0.08013228906551516,0.34672502827346835,0.7287979054596736,287
ran_pars,participant_name,sd__(Intercept),0.70115782255469,NA,NA,NA,287
fixed,NA,(Intercept),-0.17665332411608942,0.13745382580170298,-1.2851830284515862,0.19872833283854446,288
fixed,NA,categorythe Others,-0.05755056816936407,0.080306343209784,-0.7166378877322916,0.4735975601932445,288
ran_pars,participant_name,sd__(Intercept),0.7152532559857159,NA,NA,NA,288
fixed,NA,(Intercept),-0.26008740544612086,0.1431471295263581,-1.816923652655083,0.0692288044328281,289
fixed,NA,categorythe Others,0.020227459447295315,0.08102110886547559,0.24965666022764796,0.8028528771109814,289
ran_pars,participant_name,sd__(Intercept),0.7555955149752173,NA,NA,NA,289
fixed,NA,(Intercept),-0.12928612186662652,0.13534938057899432,-0.9552029075683204,0.33947509574298507,290
fixed,NA,categorythe Others,-0.09848212922838581,0.08008030814708388,-1.2297920863079501,0.21877497242123367,290
ran_pars,participant_name,sd__(Intercept),0.7000759800453346,NA,NA,NA,290
fixed,NA,(Intercept),-0.018847022444358395,0.13877924999298089,-0.13580576667845973,0.8919748321511412,291
fixed,NA,categorythe Others,-0.21458146806634712,0.08008744467933342,-2.6793396758445946,0.007376751961186048,291
ran_pars,participant_name,sd__(Intercept),0.726387758731427,NA,NA,NA,291
fixed,NA,(Intercept),-0.17467789915536341,0.1330508638918348,-1.3128655767118491,0.1892282481302952,292
fixed,NA,categorythe Others,-0.06150533043145393,0.07982119530308626,-0.7705388299174699,0.44098033074360865,292
ran_pars,participant_name,sd__(Intercept),0.6833128053086113,NA,NA,NA,292
fixed,NA,(Intercept),-0.3091683757035876,0.1393858360254203,-2.218075986194203,0.02654965185236244,293
fixed,NA,categorythe Others,0.09562823257526643,0.08075215052864267,1.1842190201652554,0.236326374877126,293
ran_pars,participant_name,sd__(Intercept),0.7279543654145431,NA,NA,NA,293
fixed,NA,(Intercept),-0.27891656617635274,0.1395380273450298,-1.9988570247355406,0.04562382572223194,294
fixed,NA,categorythe Others,0.06467339335085245,0.08091171162864028,0.7993081847988005,0.4241117341140105,294
ran_pars,participant_name,sd__(Intercept),0.7284683762258652,NA,NA,NA,294
fixed,NA,(Intercept),-0.2068963070842118,0.13865560243836053,-1.4921597356744942,0.13565727498960675,295
fixed,NA,categorythe Others,-0.03957125885408369,0.08047907961085868,-0.4916962152825679,0.6229341141770974,295
ran_pars,participant_name,sd__(Intercept),0.7236745808848716,NA,NA,NA,295
fixed,NA,(Intercept),-0.22025461840473626,0.13928054668875753,-1.5813738791313547,0.11379257630621223,296
fixed,NA,categorythe Others,-0.005319436160148362,0.08053836951011638,-0.06604847096488824,0.9473392354241844,296
ran_pars,participant_name,sd__(Intercept),0.7281489762644235,NA,NA,NA,296
fixed,NA,(Intercept),-0.1765548795850156,0.13838481762978205,-1.2758255031801906,0.2020172101219497,297
fixed,NA,categorythe Others,-0.057716176786100956,0.08022812985511923,-0.7194007499654833,0.4718940349004797,297
ran_pars,participant_name,sd__(Intercept),0.722663860875483,NA,NA,NA,297
fixed,NA,(Intercept),-0.15717102249638182,0.13743177262919334,-1.1436294496502437,0.2527773430350003,298
fixed,NA,categorythe Others,-0.07341091122299437,0.08028836898651716,-0.9143405470762804,0.3605379311402895,298
ran_pars,participant_name,sd__(Intercept),0.7151492323859909,NA,NA,NA,298
fixed,NA,(Intercept),-0.2936524006616953,0.13734337544137548,-2.138089294208731,0.03250949666767945,299
fixed,NA,categorythe Others,0.06438221940044844,0.08043953503481543,0.800380302702929,0.423490489726148,299
ran_pars,participant_name,sd__(Intercept),0.7136208851033388,NA,NA,NA,299
fixed,NA,(Intercept),-0.29706016389628365,0.1352710505386136,-2.19603649645263,0.028089331229338654,300
fixed,NA,categorythe Others,0.07572061454052445,0.08042583570110959,0.9414961483512415,0.34645066215643455,300
ran_pars,participant_name,sd__(Intercept),0.6977425711106349,NA,NA,NA,300
fixed,NA,(Intercept),-0.260430039546242,0.1411355413665658,-1.8452477457101841,0.0650015079442154,301
fixed,NA,categorythe Others,0.03587796721803824,0.08088485557053537,0.4435684154340978,0.6573546452926995,301
ran_pars,participant_name,sd__(Intercept),0.7408653201451212,NA,NA,NA,301
fixed,NA,(Intercept),-0.06757178262428298,0.13578932292299675,-0.4976222074735693,0.6187503481436025,302
fixed,NA,categorythe Others,-0.18003729829544776,0.08000407033708068,-2.2503517325668265,0.024426626404865447,302
ran_pars,participant_name,sd__(Intercept),0.7038430990522335,NA,NA,NA,302
fixed,NA,(Intercept),-0.2759376013214869,0.13793057355222296,-2.0005542949258603,0.045440443226281775,303
fixed,NA,categorythe Others,0.05382495386250513,0.08046044401741835,0.6689616807341123,0.5035199221822032,303
ran_pars,participant_name,sd__(Intercept),0.7180828798485963,NA,NA,NA,303
fixed,NA,(Intercept),-0.22315451345281911,0.13618463153329213,-1.6386174485354175,0.10129295612684273,304
fixed,NA,categorythe Others,-0.008008362085301736,0.0801733531938159,-0.09988807710140099,0.9204331821024501,304
ran_pars,participant_name,sd__(Intercept),0.7059251681346093,NA,NA,NA,304
fixed,NA,(Intercept),-0.19374815906834264,0.1405667059159546,-1.3783360562221998,0.1680995558398417,305
fixed,NA,categorythe Others,-0.059806900348334496,0.08048767547298569,-0.74305662322684,0.4574473997357958,305
ran_pars,participant_name,sd__(Intercept),0.7382116252700156,NA,NA,NA,305
fixed,NA,(Intercept),-0.18192908424618492,0.1404087231712538,-1.2957106947286283,0.1950751754061218,306
fixed,NA,categorythe Others,-0.05506914193535138,0.08055689240902628,-0.6836055896463673,0.4942242540793113,306
ran_pars,participant_name,sd__(Intercept),0.736783069141157,NA,NA,NA,306
fixed,NA,(Intercept),-0.32049846388181646,0.13974541607120863,-2.2934452727844996,0.021822382712313813,307
fixed,NA,categorythe Others,0.09736347860219756,0.08092367507979517,1.2031519639486448,0.22891751971672764,307
ran_pars,participant_name,sd__(Intercept),0.7300464802316285,NA,NA,NA,307
fixed,NA,(Intercept),-0.26342835296928135,0.1423199065376072,-1.8509592886759798,0.06417541018980243,308
fixed,NA,categorythe Others,0.02164732125647039,0.08082176648015135,0.26784023907454013,0.7888222956334199,308
ran_pars,participant_name,sd__(Intercept),0.7500228155322872,NA,NA,NA,308
fixed,NA,(Intercept),-0.15277318539751317,0.13817117047636174,-1.1056806197038733,0.2688647812860007,309
fixed,NA,categorythe Others,-0.07639641669268382,0.08046857277771302,-0.9493944537045766,0.3424200301580323,309
ran_pars,participant_name,sd__(Intercept),0.720121666606124,NA,NA,NA,309
fixed,NA,(Intercept),-0.22678851761727747,0.1365822677317807,-1.660453596089378,0.09682323571589797,310
fixed,NA,categorythe Others,0.005216828691985227,0.08026086837713878,0.06499840828374553,0.9481752675820871,310
ran_pars,participant_name,sd__(Intercept),0.7086350669466625,NA,NA,NA,310
fixed,NA,(Intercept),-0.09760398248773272,0.13983220383650555,-0.6980078966777434,0.48517225564235733,311
fixed,NA,categorythe Others,-0.12699687024146028,0.0802541057330449,-1.5824345568549385,0.11355040106895524,311
ran_pars,participant_name,sd__(Intercept),0.7336487740937183,NA,NA,NA,311
fixed,NA,(Intercept),-0.18607016542531424,0.13460553952532153,-1.3823366117136016,0.16686836941445576,312
fixed,NA,categorythe Others,-0.040467958174876986,0.07986366565093525,-0.5067130070356729,0.6123562027828114,312
ran_pars,participant_name,sd__(Intercept),0.695097803627396,NA,NA,NA,312
fixed,NA,(Intercept),-0.17678175642961994,0.13722984394010965,-1.2882165522739477,0.19767059168731094,313
fixed,NA,categorythe Others,-0.05191392938773219,0.08037906708839297,-0.6458637959886044,0.5183675678940889,313
ran_pars,participant_name,sd__(Intercept),0.7132379694073138,NA,NA,NA,313
fixed,NA,(Intercept),-0.27885815227546285,0.13876616092834881,-2.0095544216968704,0.04447836930122289,314
fixed,NA,categorythe Others,0.05541279141268127,0.08057968332920222,0.6876769568117622,0.4916562341163988,314
ran_pars,participant_name,sd__(Intercept),0.7239647793791448,NA,NA,NA,314
fixed,NA,(Intercept),-0.30438591215734,0.1382899033106532,-2.2010711185007503,0.027730989525402188,315
fixed,NA,categorythe Others,0.07609990071028969,0.08044710265202991,0.9459619824899868,0.3441679773518484,315
ran_pars,participant_name,sd__(Intercept),0.7208069749965527,NA,NA,NA,315
fixed,NA,(Intercept),-0.41430374120729097,0.14303293859908195,-2.896561765878102,0.0037727636656075133,316
fixed,NA,categorythe Others,0.18698580384137226,0.08113199731271621,2.304710965276151,0.021182766367101286,316
ran_pars,participant_name,sd__(Intercept),0.7538241499145983,NA,NA,NA,316
fixed,NA,(Intercept),-0.2705886617692457,0.13455323788240936,-2.011015610086784,0.04432380791416571,317
fixed,NA,categorythe Others,0.041618439004107735,0.08035167011037236,0.5179536274347499,0.6044906242694674,317
