effect,group,term,estimate,std.error,statistic,p.value,Repeat
fixed,NA,categorythe Others,-0.0846001699544402,0.07999138034646515,-1.057616077982566,0.2902305094766101,445
ran_pars,participant_name,sd__(Intercept),0.7265913189739561,NA,NA,NA,445
fixed,NA,(Intercept),-0.40526001708218673,0.1352449847538092,-2.9964883194736913,0.002731087006933771,446
fixed,NA,categorythe Others,0.16594301367450143,0.08075423342098681,2.054914109696388,0.03988730139139355,446
ran_pars,participant_name,sd__(Intercept),0.6958689731636167,NA,NA,NA,446
fixed,NA,(Intercept),-0.29781876316017875,0.13914851814637333,-2.1402941772394355,0.03233100026109677,447
fixed,NA,categorythe Others,0.07760355385478493,0.08065464381076609,0.9621709326106541,0.335963747734602,447
ran_pars,participant_name,sd__(Intercept),0.726596734054268,NA,NA,NA,447
fixed,NA,(Intercept),-0.16471749333692687,0.14029434828049833,-1.1740850244914924,0.24036097119731725,448
fixed,NA,categorythe Others,-0.03813994159294261,0.08030242486410004,-0.47495379694310363,0.6348199055543168,448
ran_pars,participant_name,sd__(Intercept),0.7368783672162986,NA,NA,NA,448
fixed,NA,(Intercept),-0.17144801500530155,0.13687077829937286,-1.2526268728471688,0.2103415303192978,449
fixed,NA,categorythe Others,-0.05726028106828733,0.08012678804216268,-0.7146209459707408,0.4748432983089786,449
ran_pars,participant_name,sd__(Intercept),0.7114871511706893,NA,NA,NA,449
fixed,NA,(Intercept),-0.35791099888361017,0.136385025243762,-2.6242690371902127,0.008683516389213896,450
fixed,NA,categorythe Others,0.11943630577372813,0.08056315970582971,1.4825176446634016,0.13820261222014715,450
ran_pars,participant_name,sd__(Intercept),0.7055828599777305,NA,NA,NA,450
fixed,NA,(Intercept),-0.23151323544900906,0.13623299082263404,-1.6993918583966443,0.0892453749745147,451
fixed,NA,categorythe Others,-0.015361863286375885,0.08010120978653443,-0.19178066507752448,0.8479140168628114,451
ran_pars,participant_name,sd__(Intercept),0.7065632330176341,NA,NA,NA,451
fixed,NA,(Intercept),-0.25098492149411145,0.1413501818003328,-1.7756250349125517,0.07579474083017951,452
fixed,NA,categorythe Others,0.03351432478102828,0.08083109128335969,0.4146217037147402,0.6784188573744785,452
ran_pars,participant_name,sd__(Intercept),0.7426939197737366,NA,NA,NA,452
fixed,NA,(Intercept),-0.27885222502087303,0.14089393871025777,-1.9791640972882478,0.04779753372523848,453
fixed,NA,categorythe Others,0.042364197904418616,0.0806809378656544,0.5250831116386031,0.5995254157686444,453
ran_pars,participant_name,sd__(Intercept),0.7397613229274428,NA,NA,NA,453
fixed,NA,(Intercept),-0.30028013687328137,0.13933294135531885,-2.155126662456111,0.031151923811887274,454
fixed,NA,categorythe Others,0.036086687734031855,0.08076036618828651,0.44683660361195676,0.6549930404392315,454
ran_pars,participant_name,sd__(Intercept),0.7275595840753648,NA,NA,NA,454
fixed,NA,(Intercept),-0.2554697866890947,0.13972887866367686,-1.8283248898318483,0.06750080648965183,455
fixed,NA,categorythe Others,0.005082786144640507,0.08058943845432835,0.06307012732842186,0.9497106618630577,455
ran_pars,participant_name,sd__(Intercept),0.7312717754156584,NA,NA,NA,455
fixed,NA,(Intercept),-0.21837089280700323,0.13941912050516592,-1.5662908503207198,0.11728054204358804,456
fixed,NA,categorythe Others,-0.03318560670198649,0.08074732832115718,-0.4109808632924304,0.6810865669825285,456
ran_pars,participant_name,sd__(Intercept),0.7284564697482412,NA,NA,NA,456
fixed,NA,(Intercept),-0.2635397028144991,0.13653910747395662,-1.930140805005383,0.05358939370155098,457
fixed,NA,categorythe Others,0.021189889887615554,0.08047584340056763,0.2633074596328629,0.7923136105477648,457
ran_pars,participant_name,sd__(Intercept),0.7073521660370714,NA,NA,NA,457
fixed,NA,(Intercept),-0.29497039046182405,0.13916665410324194,-2.1195479072378776,0.03404418955400308,458
fixed,NA,categorythe Others,0.07757653270621848,0.08068185490323937,0.9615115170474816,0.3362950374638591,458
ran_pars,participant_name,sd__(Intercept),0.7265832218173962,NA,NA,NA,458
fixed,NA,(Intercept),-0.04961546005376305,0.1376940129542774,-0.3603312808541525,0.7185994094913166,459
fixed,NA,categorythe Others,-0.21234691341074452,0.08001036258309219,-2.6539926398935947,0.007954556190172449,459
ran_pars,participant_name,sd__(Intercept),0.7184168172554277,NA,NA,NA,459
fixed,NA,(Intercept),-0.255850021465419,0.1364456032652865,-1.8751063819035532,0.06077808976014767,460
fixed,NA,categorythe Others,-0.01788923011692968,0.0805764249590882,-0.2220156841906642,0.8243016737848373,460
ran_pars,participant_name,sd__(Intercept),0.7063473424024704,NA,NA,NA,460
fixed,NA,(Intercept),-0.30693554868416073,0.13690234512268998,-2.2420035859070886,0.024961140548736438,461
fixed,NA,categorythe Others,0.07189641653785137,0.08053306775725833,0.892756460669803,0.37198760718518703,461
ran_pars,participant_name,sd__(Intercept),0.7098242406203616,NA,NA,NA,461
fixed,NA,(Intercept),-0.27491523689118613,0.13698328940520038,-2.00692535625991,0.044757611502418596,462
fixed,NA,categorythe Others,0.036756569542988254,0.0806107106790227,0.4559762497237654,0.6484070570546512,462
ran_pars,participant_name,sd__(Intercept),0.7102431399360751,NA,NA,NA,462
fixed,NA,(Intercept),-0.19522820514299344,0.1338919357367177,-1.4581027906481694,0.1448122123140267,463
fixed,NA,categorythe Others,-0.02498665847618857,0.07980920342909519,-0.3130799131254009,0.754219949519658,463
ran_pars,participant_name,sd__(Intercept),0.6898125381350232,NA,NA,NA,463
fixed,NA,(Intercept),-0.29431463899788146,0.1381602981192113,-2.130240329562207,0.033151777062005054,464
fixed,NA,categorythe Others,0.06240388984739298,0.08051677143228365,0.7750421277121873,0.43831476661279206,464
ran_pars,participant_name,sd__(Intercept),0.7195828198612542,NA,NA,NA,464
fixed,NA,(Intercept),-0.06352631963231989,0.13741577404084895,-0.46229277588929285,0.6438713794702113,465
fixed,NA,categorythe Others,-0.13633662492704396,0.08002367190290913,-1.7037036877345249,0.08843645884739766,465
ran_pars,participant_name,sd__(Intercept),0.7161808130090292,NA,NA,NA,465
fixed,NA,(Intercept),-0.24237568297416362,0.13750545845746875,-1.762662265870208,0.07795746855405898,466
fixed,NA,categorythe Others,-0.0016667462349404974,0.08025451113185521,-0.020768256032387945,0.9834305202914495,466
ran_pars,participant_name,sd__(Intercept),0.7156992464698331,NA,NA,NA,466
fixed,NA,(Intercept),-0.12911137862803007,0.13041300594851088,-0.9900191908696997,0.3221647389840079,467
fixed,NA,categorythe Others,-0.08402814679326451,0.07953424870888383,-1.0565026784980331,0.2907386177704135,467
ran_pars,participant_name,sd__(Intercept),0.664016122807328,NA,NA,NA,467
fixed,NA,(Intercept),-0.220249364869896,0.13732939385576565,-1.6038035171204466,0.10875736909762095,468
fixed,NA,categorythe Others,9.000027962253659e-4,0.08032293676377195,0.011204804411873723,0.9910600466183526,468
ran_pars,participant_name,sd__(Intercept),0.7141782654725586,NA,NA,NA,468
fixed,NA,(Intercept),-0.1620407044327774,0.14088005646562568,-1.1502032899334822,0.25006015152066446,469
fixed,NA,categorythe Others,-0.09427006820077208,0.0805483229511752,-1.170354201637623,0.24185845804373027,469
ran_pars,participant_name,sd__(Intercept),0.740411336294825,NA,NA,NA,469
fixed,NA,(Intercept),-0.19867517703256982,0.14109936083334887,-1.4080515734385446,0.15911579912246882,470
fixed,NA,categorythe Others,-0.04631113353060655,0.08047329665355828,-0.5754844831320678,0.5649636818962198,470
ran_pars,participant_name,sd__(Intercept),0.7422945645738688,NA,NA,NA,470
fixed,NA,(Intercept),-0.25453632590316455,0.14265468807141402,-1.7842829376609182,0.07437770132593828,471
fixed,NA,categorythe Others,0.02549511799734304,0.08075477528312026,0.31571034540012083,0.7522223735414276,471
ran_pars,participant_name,sd__(Intercept),0.7528610976538805,NA,NA,NA,471
fixed,NA,(Intercept),-0.22195481531732808,0.14159905136540069,-1.5674880105274638,0.11700066649711269,472
fixed,NA,categorythe Others,-0.015953104085934804,0.08075097383125691,-0.19755927797566336,0.8433898982309542,472
ran_pars,participant_name,sd__(Intercept),0.7449465896626795,NA,NA,NA,472
fixed,NA,(Intercept),-0.08620070428384016,0.13248201966238718,-0.6506596480300587,0.5152662168168153,473
fixed,NA,categorythe Others,-0.14579623043612533,0.07979368143099565,-1.8271651065781152,0.06767494853272972,473
ran_pars,participant_name,sd__(Intercept),0.6791097780625901,NA,NA,NA,473
fixed,NA,(Intercept),-0.4491977844919772,0.14199471272181852,-3.1634824697451904,0.0015589374013109847,474
fixed,NA,categorythe Others,0.22161381663667135,0.08169540797961836,2.712683884165929,0.0066740740499238674,474
ran_pars,participant_name,sd__(Intercept),0.7437311132563511,NA,NA,NA,474
fixed,NA,(Intercept),-0.11044355395013793,0.14078155349073632,-0.7845030205424272,0.43274501026121787,475
fixed,NA,categorythe Others,-0.14703595345065607,0.08039190950739172,-1.828989438758594,0.06740119040111102,475
ran_pars,participant_name,sd__(Intercept),0.7403479963297844,NA,NA,NA,475
fixed,NA,(Intercept),-0.275932556269774,0.14187394015351565,-1.9449136040854247,0.05178537742309693,476
fixed,NA,categorythe Others,0.026815138195886976,0.08100528526683701,0.33102948909513813,0.7406222110235542,476
ran_pars,participant_name,sd__(Intercept),0.7459769664989295,NA,NA,NA,476
fixed,NA,(Intercept),-0.09777834446009158,0.13644879715002367,-0.7165936710499952,0.47362485077644784,477
fixed,NA,categorythe Others,-0.13243167292176877,0.07991810863176332,-1.657092180846908,0.09750083974645309,477
ran_pars,participant_name,sd__(Intercept),0.7091421082799448,NA,NA,NA,477
fixed,NA,(Intercept),-0.2900407198775736,0.13917168581615894,-2.0840497704447407,0.03715564030692054,478
fixed,NA,categorythe Others,0.024751993898332818,0.08070030661623988,0.306714992001676,0.759060317494263,478
ran_pars,participant_name,sd__(Intercept),0.7265444197143172,NA,NA,NA,478
fixed,NA,(Intercept),-0.18379468905711616,0.13878141587550819,-1.3243465481140966,0.1853879779067874,479
fixed,NA,categorythe Others,-0.041038644600347784,0.08025627728533534,-0.5113449812086722,0.609109513187817,479
ran_pars,participant_name,sd__(Intercept),0.7254964013847928,NA,NA,NA,479
fixed,NA,(Intercept),-0.37419972924450173,0.13638561602587043,-2.743689108487227,0.00607530443226392,480
fixed,NA,categorythe Others,0.1511803394150003,0.08071732900534756,1.8729601348055576,0.061073890148410845,480
ran_pars,participant_name,sd__(Intercept),0.7049034271460375,NA,NA,NA,480
fixed,NA,(Intercept),-0.09188544801350926,0.1369322725009536,-0.6710284313208149,0.5022024176113737,481
fixed,NA,categorythe Others,-0.14996269288157932,0.07991464892807187,-1.8765357152047932,0.0605817552379524,481
ran_pars,participant_name,sd__(Intercept),0.7128830029136137,NA,NA,NA,481
fixed,NA,(Intercept),-0.30246960954683144,0.1364184357397533,-2.2172194535631204,0.026608098859195347,482
fixed,NA,categorythe Others,0.03264787047072856,0.08067732523765016,0.404672197232099,0.6857184814696919,482
ran_pars,participant_name,sd__(Intercept),0.7055617790871012,NA,NA,NA,482
fixed,NA,(Intercept),-0.1813509439866331,0.138206640900286,-1.312172431116932,0.18946196155049608,483
fixed,NA,categorythe Others,-0.044013239716688246,0.08004208333496089,-0.5498762386343845,0.5824042628652505,483
ran_pars,participant_name,sd__(Intercept),0.7220094612523611,NA,NA,NA,483
fixed,NA,(Intercept),-0.22961682655914242,0.13552926943743276,-1.6942231557231648,0.09022288630547465,484
fixed,NA,categorythe Others,0.015438504973050545,0.08042449248108,0.1919627279796945,0.8477714011748413,484
ran_pars,participant_name,sd__(Intercept),0.6998899755502488,NA,NA,NA,484
fixed,NA,(Intercept),-0.2766468802681621,0.13922595108745597,-1.9870353056118395,0.046918484524099094,485
fixed,NA,categorythe Others,0.04987061689317797,0.08072701232498962,0.617768643442539,0.5367278559398895,485
ran_pars,participant_name,sd__(Intercept),0.7268855443974376,NA,NA,NA,485
fixed,NA,(Intercept),-0.22883884216228345,0.14231569900114768,-1.607966259298196,0.10784256863882871,486
fixed,NA,categorythe Others,0.003501457673604502,0.08128228733862912,0.0430777453274306,0.9656395594841414,486
ran_pars,participant_name,sd__(Intercept),0.7479164819978018,NA,NA,NA,486
fixed,NA,(Intercept),-0.14306522350240441,0.14072516758320788,-1.0166285530824677,0.30933016574497274,487
fixed,NA,categorythe Others,-0.0865381204756763,0.08059935972194447,-1.073682480533588,0.2829650161002922,487
ran_pars,participant_name,sd__(Intercept),0.7390930972357608,NA,NA,NA,487
fixed,NA,(Intercept),-0.16216430799577403,0.13728692011818472,-1.1812072690987123,0.23752039428117117,488
fixed,NA,categorythe Others,-0.04579432078149896,0.08033962385679415,-0.5700091509406069,0.5686714914959383,488
ran_pars,participant_name,sd__(Intercept),0.713869575934708,NA,NA,NA,488
fixed,NA,(Intercept),-0.1821285058636365,0.13610883376951025,-1.3381093704179186,0.18086078661898422,489
fixed,NA,categorythe Others,-0.05814198664066823,0.08036769909678859,-0.7234496855589527,0.4694036552285856,489
ran_pars,participant_name,sd__(Intercept),0.7047133750957155,NA,NA,NA,489
fixed,NA,(Intercept),-0.1795638402584278,0.1395537907639685,-1.286699840079081,0.19819892885144846,490
fixed,NA,categorythe Others,-0.06585491479460959,0.08026081235595213,-0.8205114409077595,0.41192460980505546,490
ran_pars,participant_name,sd__(Intercept),0.7314114201092152,NA,NA,NA,490
fixed,NA,(Intercept),-0.17721261298480934,0.14017361877360934,-1.2642365556033812,0.20614513371484927,491
fixed,NA,categorythe Others,-0.06833299625132985,0.0804459304271119,-0.8494276328029174,0.39564338250943637,491
ran_pars,participant_name,sd__(Intercept),0.7354144016613304,NA,NA,NA,491
fixed,NA,(Intercept),-0.3223154671016927,0.14104250623308398,-2.285236385186184,0.0222989707853648,492
fixed,NA,categorythe Others,0.09300149652911704,0.08067484414430726,1.1527942509905624,0.2489948446482876,492
ran_pars,participant_name,sd__(Intercept),0.7407600545337554,NA,NA,NA,492
fixed,NA,(Intercept),-0.30078097206624765,0.14184172012290525,-2.1205395126738606,0.03396057300905019,493
fixed,NA,categorythe Others,0.061153892650012004,0.08092303706306474,0.7557043688604236,0.44982646409471005,493
ran_pars,participant_name,sd__(Intercept),0.7459599606079141,NA,NA,NA,493
fixed,NA,(Intercept),-0.12579359540977247,0.1394592284741606,-0.9020098331684079,0.36705164425719444,494
fixed,NA,categorythe Others,-0.1411248907557961,0.0804005295725724,-1.7552731493940186,0.07921259696135542,494
ran_pars,participant_name,sd__(Intercept),0.7302628280008963,NA,NA,NA,494
fixed,NA,(Intercept),-0.21020701952323007,0.13601367983228688,-1.5454843937935367,0.12222914089743804,495
fixed,NA,categorythe Others,-0.009689204565676016,0.07998622944432539,-0.12113590843059067,0.9035833877729014,495
ran_pars,participant_name,sd__(Intercept),0.7054050888082373,NA,NA,NA,495
fixed,NA,(Intercept),-0.177924402386962,0.1386656857258531,-1.2831177479533382,0.1994508267432944,496
fixed,NA,categorythe Others,-0.063044383650491,0.08031159321572542,-0.7849972977269561,0.4324551529709228,496
ran_pars,participant_name,sd__(Intercept),0.7244749545951257,NA,NA,NA,496
fixed,NA,(Intercept),-0.09993336139970156,0.13199896217794094,-0.757076872051362,0.4490038092493922,497
fixed,NA,categorythe Others,-0.13856182007179546,0.07976871892292664,-1.7370445701362627,0.08237930408477859,497
ran_pars,participant_name,sd__(Intercept),0.6754673758546934,NA,NA,NA,497
fixed,NA,(Intercept),-0.15376221820737113,0.14082662100253565,-1.09185477229197,0.27489693983241725,498
fixed,NA,categorythe Others,-0.10310577438721438,0.08036129902158703,-1.283027721584212,0.19948236412124312,498
ran_pars,participant_name,sd__(Intercept),0.7407108232455516,NA,NA,NA,498
fixed,NA,(Intercept),-0.2232319266759602,0.14183776347200733,-1.5738539667541824,0.11552121427373208,499
fixed,NA,categorythe Others,-0.03103441104342089,0.08056534133102738,-0.3852079632593686,0.70008334391445,499
ran_pars,participant_name,sd__(Intercept),0.7474558066223949,NA,NA,NA,499
fixed,NA,(Intercept),-0.4798347211024597,0.14216272863161722,-3.3752497980384413,7.374871731852954e-4,500
fixed,NA,categorythe Others,0.2853409717757167,0.08149856990245717,3.501177654003395,4.632069522295032e-4,500
ran_pars,participant_name,sd__(Intercept),0.745640492505854,NA,NA,NA,500
fixed,NA,(Intercept),-0.36316497968112516,0.13962921335254064,-2.6009240542249117,0.009297303381906978,501
fixed,NA,categorythe Others,0.14208581983445168,0.08089520174459894,1.7564183878673398,0.07901699539852004,501
ran_pars,participant_name,sd__(Intercept),0.7291067955979263,NA,NA,NA,501
fixed,NA,(Intercept),-0.20096076470468532,0.13649973886921143,-1.4722428509349594,0.14095530971016942,502
fixed,NA,categorythe Others,-0.04165317825016891,0.08032839111531118,-0.5185361946360396,0.604084213543354,502
ran_pars,participant_name,sd__(Intercept),0.7077992459181626,NA,NA,NA,502
fixed,NA,(Intercept),-0.2989046468622918,0.1341295998340576,-2.228476393220367,0.025848763831835025,503
fixed,NA,categorythe Others,0.07627789916063032,0.08014763553921003,0.9517173981172964,0.3412403234371755,503
ran_pars,participant_name,sd__(Intercept),0.6899915606740561,NA,NA,NA,503
fixed,NA,(Intercept),-0.17410024998281842,0.13349281459469897,-1.3041919185793538,0.19216815460651937,504
fixed,NA,categorythe Others,-0.07073576290508254,0.07993761222481849,-0.8848871130419003,0.37621751917466684,504
ran_pars,participant_name,sd__(Intercept),0.686243835778291,NA,NA,NA,504
fixed,NA,(Intercept),-0.2006330220213634,0.13868436838821596,-1.4466880756145206,0.14798430568354487,505
fixed,NA,categorythe Others,-0.015656109087241833,0.08032179533216414,-0.19491732004367293,0.845457674814779,505
ran_pars,participant_name,sd__(Intercept),0.7244968501753619,NA,NA,NA,505
fixed,NA,(Intercept),-0.10818095499201691,0.13987486073299585,-0.7734124232553928,0.43927833997708365,506
fixed,NA,categorythe Others,-0.17451857367342588,0.08024195214415046,-2.1749043861733623,0.029637282169873935,506
ran_pars,participant_name,sd__(Intercept),0.7340593803001645,NA,NA,NA,506
fixed,NA,(Intercept),-0.13483054666861416,0.14043709913042346,-0.96007783914275735,0.33701604083780523,507
fixed,NA,categorythe Others,-0.07265588855887611,0.08018689117507344,-0.9060818731611037,0.3648925189929757,507
ran_pars,participant_name,sd__(Intercept),0.738389805585391,NA,NA,NA,507
fixed,NA,(Intercept),-0.29225713965128264,0.13988588458345877,-2.0892539695591377,0.03668486754452841,508
fixed,NA,categorythe Others,0.06815600781440365,0.08074114344973365,0.8441298314883906,0.3985968594315844,508
ran_pars,participant_name,sd__(Intercept),0.7318779261570523,NA,NA,NA,508
fixed,NA,(Intercept),-0.2438253465017439,0.13880238370630174,-1.7566365936313098,0.07897977143525581,509
fixed,NA,categorythe Others,0.03628901933213699,0.08062834483811439,0.4500776917224097,0.6526544216337714,509
ran_pars,participant_name,sd__(Intercept),0.7241820713922128,NA,NA,NA,509
fixed,NA,(Intercept),-0.24616745211994367,0.1396428030928042,-1.762836656582617,0.07792804298259418,510
fixed,NA,categorythe Others,0.02824910653467417,0.08057548242941633,0.3505918386454618,0.7258945801970219,510
ran_pars,participant_name,sd__(Intercept),0.7307758955819144,NA,NA,NA,510
fixed,NA,(Intercept),-0.09504789868570113,0.14112851623978173,-0.6734847160457055,0.5006389690572981,511
fixed,NA,categorythe Others,-0.14791903246457916,0.08039333521202137,-1.8399414836375707,0.06577682878013599,511
ran_pars,participant_name,sd__(Intercept),0.7429827507080424,NA,NA,NA,511
fixed,NA,(Intercept),-0.1930256308627139,0.1353044902789412,-1.4266018109582015,0.15369470193347837,512
fixed,NA,categorythe Others,-0.006855486755120174,0.08024555601298812,-0.08543135714594066,0.9319184648838805,512
ran_pars,participant_name,sd__(Intercept),0.6989146828113504,NA,NA,NA,512
fixed,NA,(Intercept),-0.14475948822459378,0.14241394348159603,-1.0164699093758391,0.3094056695706811,513
fixed,NA,categorythe Others,-0.08008919692626401,0.08024545992011127,-0.9980526874167981,0.31825381069492953,513
ran_pars,participant_name,sd__(Intercept),0.753120103906609,NA,NA,NA,513
fixed,NA,(Intercept),-0.18999046234634095,0.13532384244194245,-1.4039688713971592,0.16032811925351284,514
fixed,NA,categorythe Others,-0.05186838863649869,0.08019378068665838,-0.6467881697604998,0.5177690499577068,514
ran_pars,participant_name,sd__(Intercept),0.6991965512580309,NA,NA,NA,514
fixed,NA,(Intercept),-0.2640271049117272,0.13882923766188496,-1.901811962367455,0.0571957418359548,515
fixed,NA,categorythe Others,0.04591057402541593,0.08045158231041015,0.5706609206053522,0.5682295140588438,515
ran_pars,participant_name,sd__(Intercept),0.7249741344808955,NA,NA,NA,515
fixed,NA,(Intercept),-0.32997393288599397,0.13865036942903297,-2.37989941350202,0.01731736436863555,516
fixed,NA,categorythe Others,0.08831549852538007,0.08081535853133341,1.0928058741599065,0.2744790419674108,516
ran_pars,participant_name,sd__(Intercept),0.7220221419468709,NA,NA,NA,516
fixed,NA,(Intercept),-0.12979691234569535,0.13879976336989958,-0.9351378503419221,0.34971726246553975,517
fixed,NA,categorythe Others,-0.10910448943878379,0.08045154109396373,-1.3561516405429042,0.17505092505279213,517
ran_pars,participant_name,sd__(Intercept),0.725015312572165,NA,NA,NA,517
fixed,NA,(Intercept),-0.09346320181822704,0.13906741402458112,-0.6720711855741186,0.5015383792892407,518
fixed,NA,categorythe Others,-0.125402866031342,0.08018732907059549,-1.5638738374854655,0.11784719968803112,518
ran_pars,participant_name,sd__(Intercept),0.7281136508279595,NA,NA,NA,518
fixed,NA,(Intercept),-0.34023103671574595,0.13776642065847433,-2.469622387585908,0.013525574270918623,519
fixed,NA,categorythe Others,0.14503079417117465,0.08075038000398763,1.796038534605196,0.07248838869763705,519
ran_pars,participant_name,sd__(Intercept),0.7155110002915946,NA,NA,NA,519
fixed,NA,(Intercept),-0.2327177385337838,0.1370230418271777,-1.6983839756477048,0.0894353145069673,520
fixed,NA,categorythe Others,-0.007563657448335238,0.0802651150742088,-0.0942334343050812,0.9249237261990186,520
ran_pars,participant_name,sd__(Intercept),0.7119916287380541,NA,NA,NA,520
fixed,NA,(Intercept),-0.36704307028503735,0.1366412445343029,-2.6861806736024976,0.007227399574485344,521
fixed,NA,categorythe Others,0.1638684272773508,0.08076428707419805,2.0289713834383885,0.04246120511839621,521
ran_pars,participant_name,sd__(Intercept),0.7067216700623842,NA,NA,NA,521
fixed,NA,(Intercept),-0.245757362055185,0.14206170239068963,-1.729933950666857,0.08364207662183223,522
fixed,NA,categorythe Others,0.00958025354299111,0.08080310064481014,0.11856294457193502,0.9056216241639969,522
ran_pars,participant_name,sd__(Intercept),0.7482311909277286,NA,NA,NA,522
fixed,NA,(Intercept),-0.21212869519105126,0.1380622054109488,-1.5364718719336694,0.12442269131138599,523
fixed,NA,categorythe Others,-0.01654257929808442,0.08040594516192014,-0.20573826058223993,0.8369953702129957,523
ran_pars,participant_name,sd__(Intercept),0.7194373117191236,NA,NA,NA,523
fixed,NA,(Intercept),-0.18363934603589105,0.133427230218695,-1.3763258499400421,0.16872077326703586,524
fixed,NA,categorythe Others,-0.01985035829632007,0.07982222906515034,-0.24868208428655067,0.8036067082326702,524
ran_pars,participant_name,sd__(Intercept),0.6861695817722817,NA,NA,NA,524
fixed,NA,(Intercept),-0.1492004661625338,0.1380914690932281,-1.080446657148718,0.27994332859617715,525
fixed,NA,categorythe Others,-0.07619549878286652,0.08017086401009206,-0.950413840784788,0.341902013954583,525
ran_pars,participant_name,sd__(Intercept),0.7206323982005755,NA,NA,NA,525
fixed,NA,(Intercept),-0.1637166673214555,0.13907048579757472,-1.1772207911875332,0.23910739223713723,526
fixed,NA,categorythe Others,-0.08328692234751842,0.08034829763936294,-1.0365735777171692,0.29993463252020147,526
ran_pars,participant_name,sd__(Intercept),0.7274282731065906,NA,NA,NA,526
fixed,NA,(Intercept),-0.2137918091713733,0.13745195793062617,-1.5553929706790852,0.11985250720687234,527
fixed,NA,categorythe Others,-0.030236316689653646,0.08032548125059595,-0.37642247788499017,0.7066028378265061,527
ran_pars,participant_name,sd__(Intercept),0.7150842575698434,NA,NA,NA,527
fixed,NA,(Intercept),-0.2565327214238462,0.14445746638288004,-1.775835668776816,0.07576000676552114,528
fixed,NA,categorythe Others,0.011414233379510667,0.08087311877477048,0.14113754424753927,0.8877612844756246,528
ran_pars,participant_name,sd__(Intercept),0.7659697866078059,NA,NA,NA,528
fixed,NA,(Intercept),-0.22073220607148836,0.13857462738782528,-1.592876056983583,0.11118799851867059,529
fixed,NA,categorythe Others,-0.013463154415202707,0.0804582783622735,-0.16733087867705998,0.867109708975416,529
ran_pars,participant_name,sd__(Intercept),0.723132775820601,NA,NA,NA,529
fixed,NA,(Intercept),-0.16696295347275392,0.14044777503428457,-1.1887903060906215,0.2345221936158172,530
fixed,NA,categorythe Others,-0.075801220315384,0.08031470000031628,-0.9438025705765631,0.3452705467699224,530
ran_pars,participant_name,sd__(Intercept),0.7380203883016143,NA,NA,NA,530
fixed,NA,(Intercept),-0.24427100354976355,0.13857836591779116,-1.7626921917572071,0.07795241840867038,531
fixed,NA,categorythe Others,0.03850351527236183,0.08045441767097262,0.47857552620449356,0.6322406325909454,531
ran_pars,participant_name,sd__(Intercept),0.7231539120964023,NA,NA,NA,531
fixed,NA,(Intercept),-0.06163768628140921,0.14164895686247608,-0.43514394773307025,0.6634579454070522,532
fixed,NA,categorythe Others,-0.14181690721317775,0.08055548180385265,-1.760487356509054,0.07832520938407023,532
ran_pars,participant_name,sd__(Intercept),0.7462598666689002,NA,NA,NA,532
fixed,NA,(Intercept),-0.26671852729106804,0.13963990700397058,-1.9100451512294694,0.05612740010882317,533
fixed,NA,categorythe Others,0.04156324960291946,0.08069377770891578,0.5150737861455602,0.606501459903585,533
ran_pars,participant_name,sd__(Intercept),0.7301988920047938,NA,NA,NA,533
fixed,NA,(Intercept),-0.07429659018115661,0.13740072011100732,-0.5407292634356771,0.588694205168897,534
fixed,NA,categorythe Others,-0.14734511193509797,0.079926138465735,-1.8435159606549245,0.0652537135666112,534
ran_pars,participant_name,sd__(Intercept),0.7164016517888514,NA,NA,NA,534
fixed,NA,(Intercept),-0.410181936851687,0.14583039957387106,-2.8127327227400722,0.004912246297993875,535
fixed,NA,categorythe Others,0.14397509429460292,0.08160727541846262,1.764243366248083,0.07769101437970158,535
ran_pars,participant_name,sd__(Intercept),0.773149957247853,NA,NA,NA,535
fixed,NA,(Intercept),-0.25650017601275965,0.1365927181287922,-1.8778466343345452,0.06040214857200606,536
fixed,NA,categorythe Others,0.04895660662519588,0.08027396196851157,0.609869071174034,0.5419485421277543,536
ran_pars,participant_name,sd__(Intercept),0.7085383979598636,NA,NA,NA,536
fixed,NA,(Intercept),-0.164242667430335,0.14054179637545003,-1.168639306356732,0.2425489847581667,537
fixed,NA,categorythe Others,-0.036877023888045896,0.08029474225824809,-0.45927071749530135,0.6460397730881751,537
ran_pars,participant_name,sd__(Intercept),0.7387757402102484,NA,NA,NA,537
fixed,NA,(Intercept),-0.2522262576851422,0.1351869238998975,-1.8657592791438122,0.062075051863264896,538
fixed,NA,categorythe Others,0.005697023525657017,0.0801463243965924,0.07108277976000654,0.943331873259586,538
ran_pars,participant_name,sd__(Intercept),0.6983224056954702,NA,NA,NA,538
fixed,NA,(Intercept),-0.22924423278273526,0.13620666884605706,-1.6830617379082278,0.09236314047884646,539
fixed,NA,categorythe Others,-0.005767243293079535,0.08026892324878795,-0.07184901777247421,0.942722063049111,539
ran_pars,participant_name,sd__(Intercept),0.7056924756712517,NA,NA,NA,539
fixed,NA,(Intercept),-0.22443988443502294,0.13916987214992468,-1.6127045384739502,0.10680871407115658,540
fixed,NA,categorythe Others,-0.0047556973275838105,0.08035725089549109,-0.0591819316189506,0.9528072008940159,540
ran_pars,participant_name,sd__(Intercept),0.7280143427101302,NA,NA,NA,540
fixed,NA,(Intercept),-0.22920236842302738,0.13688357245470792,-1.674432982079467,0.09404553529657295,541
