time,participant,order,category,comment_timestamp,participant_name,id,utterance
0:08:26,participant01,1,1,506000000,participant_test_01,230,その色が好きなの？
0:08:28,participant01,1,0,508000000,participant_test_01,231,じゃあマミーこのブルーで
0:08:29,participant01,1,0,509000000,participant_test_01,232,青色で遊ばせてもらお
0:08:31,participant01,1,0,511000000,participant_test_01,233,こんにちはって
0:08:33,participant01,1,0,513000000,participant_test_01,234,ブッブッブー
0:08:35,participant01,1,0,515000000,participant_test_01,235,ブッブッブッブッブー
0:08:39,participant01,1,0,519000000,participant_test_01,236,おお
0:08:40,participant01,1,0,520000000,participant_test_01,237,３台続けてのね
0:08:41,participant01,1,0,521000000,participant_test_01,238,車難しいね
0:08:44,participant01,1,0,524000000,participant_test_01,239,がんばれがんばれ
0:08:46,participant01,1,0,526000000,participant_test_01,240,みどりもいるね
0:08:50,participant01,1,0,530000000,participant_test_01,241,うん
0:08:57,participant01,1,0,537000000,participant_test_01,242,ん？
0:08:59,participant01,1,0,539000000,participant_test_01,243,あれ？
0:09:00,participant01,1,1,540000000,participant_test_01,244,好きなバイキンマンだね
0:09:01,participant01,1,1,541000000,participant_test_01,245,じゃっくん好きなバイキンマンがいるね
0:09:04,participant01,1,0,544000000,participant_test_01,246,いいなあ
0:09:06,participant01,1,0,546000000,participant_test_01,247,それは何
0:09:10,participant01,1,0,550000000,participant_test_01,248,え、なんだろうそれ
0:09:12,participant01,1,1,552000000,participant_test_01,249,教えて
0:09:12,participant01,1,1,552000000,participant_test_01,250,見せて見せて
0:09:26,participant01,1,0,566000000,participant_test_01,251,うん
0:09:27,participant01,1,0,567000000,participant_test_01,252,うん
0:09:28,participant01,1,0,568000000,participant_test_01,253,頑張って頑張って
0:09:29,participant01,1,0,569000000,participant_test_01,254,じゃっくん
0:09:30,participant01,1,0,570000000,participant_test_01,255,メロンパンナちゃんとアンパンマンに会いたいんだったら
0:09:33,participant01,1,0,573000000,participant_test_01,256,そこのねボタンを押さないといけないんだって
0:09:36,participant01,1,0,576000000,participant_test_01,257,ここのボタンを押したら
0:09:38,participant01,1,0,578000000,participant_test_01,258,みんなに会えるみたいよ
0:09:41,participant01,1,0,581000000,participant_test_01,259,そうそうそう
0:09:42,participant01,1,0,582000000,participant_test_01,260,押して
0:09:43,participant01,1,0,583000000,participant_test_01,261,押しちゃって
0:09:45,participant01,1,0,585000000,participant_test_01,262,しまっていいの？
0:09:50,participant01,1,0,590000000,participant_test_01,263,ほかは
0:09:54,participant01,1,0,594000000,participant_test_01,264,ん、こんにちはって
0:09:57,participant01,1,0,597000000,participant_test_01,265,あ、私きのこを一緒に持ってきたのって
0:00:00,participant01,2,0,600000000,participant_test_01,266,きのこがここに置いてきぼりになっちゃった
0:00:03,participant01,2,0,603000000,participant_test_01,267,あっきのこさんも一緒に
0:00:06,participant01,2,0,606000000,participant_test_01,268,きのこさんはいどうぞって
0:00:10,participant01,2,0,610000000,participant_test_01,269,はいどう
0:00:11,participant01,2,0,611000000,participant_test_01,270,私キノコが欲しいなって言ってる
0:00:14,participant01,2,0,614000000,participant_test_01,271,ワンワン？
0:00:16,participant01,2,0,616000000,participant_test_01,272,うんワンワンとうーたん
0:00:19,participant01,2,0,619000000,participant_test_01,273,ワンワンとうーたんだよ
0:00:23,participant01,2,0,623000000,participant_test_01,274,う～ん
0:00:24,participant01,2,0,624000000,participant_test_01,275,ボールで遊ぶの
0:00:26,participant01,2,0,626000000,participant_test_01,276,楽しそう
0:00:27,participant01,2,0,627000000,participant_test_01,277,じゃっくん
0:00:29,participant01,2,0,629000000,participant_test_01,278,ん？
0:00:30,participant01,2,0,630000000,participant_test_01,279,ここ？
0:00:33,participant01,2,0,633000000,participant_test_01,280,ハートだねえ
0:00:36,participant01,2,0,636000000,participant_test_01,281,あっどうやって取れるんだろう
0:00:37,participant01,2,0,637000000,participant_test_01,282,こうかな？
0:00:39,participant01,2,0,639000000,participant_test_01,283,こんにちはー
0:00:43,participant01,2,0,643000000,participant_test_01,284,こんにちはーって
0:00:45,participant01,2,0,645000000,participant_test_01,285,はっ？
0:00:45,participant01,2,0,645000000,participant_test_01,286,何何？
0:00:48,participant01,2,0,648000000,participant_test_01,287,出てきたね
0:00:52,participant01,2,0,652000000,participant_test_01,288,赤ちゃんまんと
0:00:54,participant01,2,0,654000000,participant_test_01,289,あ、いいこと考えたマミー
0:00:56,participant01,2,0,656000000,participant_test_01,290,ここ
0:00:56,participant01,2,0,656000000,participant_test_01,291,これ見て
0:00:58,participant01,2,0,658000000,participant_test_01,292,サイズが一緒だから形が一緒だよ
0:01:02,participant01,2,0,662000000,participant_test_01,293,ねー
0:01:03,participant01,2,0,663000000,participant_test_01,294,入ろうとしてたね今
0:01:05,participant01,2,0,665000000,participant_test_01,295,これは？
0:01:06,participant01,2,0,666000000,participant_test_01,296,クリームパンナちゃんかなあ
0:01:10,participant01,2,0,670000000,participant_test_01,297,あっ
0:01:11,participant01,2,0,671000000,participant_test_01,298,そういうことね
0:01:12,participant01,2,0,672000000,participant_test_01,299,じゃっくんもここ開いたから
0:01:17,participant01,2,0,677000000,participant_test_01,300,あ、ありがとう
0:01:18,participant01,2,1,678000000,participant_test_01,301,お片付けしてくれたの？
0:01:22,participant01,2,0,682000000,participant_test_01,302,はい、ここかな？
0:01:24,participant01,2,0,684000000,participant_test_01,303,どこだろう？
0:01:25,participant01,2,0,685000000,participant_test_01,304,丸ー？
